dataset,exp_name,seed,rollout_time,scores,returns,first_value,first_search_value,discount_return,prediction_error,step
antmaze-large-diverse-v0,baseline,2,15,0.0,0.0,0.33352476358413696,0.39352947473526,0.0,0.10517809782260247,999
antmaze-large-diverse-v0,baseline,2,16,100.0,1.0,0.28572797775268555,0.43281102180480957,0.39656106731049784,0.286769404675066,462
antmaze-large-diverse-v0,baseline,2,17,100.0,1.0,0.26808542013168335,0.33218270540237427,0.2832963708430522,0.4767395569304199,630
antmaze-large-diverse-v0,baseline,2,18,0.0,0.0,0.3273050785064697,0.21411512792110443,0.0,0.171161419357716,999
antmaze-large-diverse-v0,baseline,2,19,100.0,1.0,0.2525259852409363,0.15854252874851227,0.3741930975112138,0.4442548881487876,491
antmaze-large-diverse-v0,baseline,2,20,100.0,1.0,0.3169827461242676,0.3285267949104309,0.24575900636508355,0.4578708747427268,701
antmaze-large-diverse-v0,baseline,3,1,100.0,1.0,0.1811150312423706,0.12761066854000092,0.2827297781013661,0.5421927785394075,631
antmaze-large-diverse-v0,baseline,3,2,100.0,1.0,0.20187556743621826,0.06420136243104935,0.4580481169412743,0.4043967702551617,390
antmaze-large-diverse-v0,baseline,3,3,100.0,1.0,0.17744898796081543,0.17845167219638824,0.405391016634455,0.5341354707215288,451
antmaze-large-diverse-v0,baseline,3,4,100.0,1.0,0.14254997670650482,0.15136581659317017,0.38792344589185773,0.39306796762729473,473
antmaze-large-diverse-v0,baseline,3,5,100.0,1.0,0.2393026202917099,0.13597877323627472,0.3840596973679206,0.539312722445499,478
antmaze-large-diverse-v0,baseline,3,6,0.0,0.0,0.15026924014091492,0.16212260723114014,0.0,0.05971769455391549,999
antmaze-large-diverse-v0,baseline,3,7,100.0,1.0,0.12477675825357437,0.14302057027816772,0.5042490866919435,0.33594043707409327,342
antmaze-large-diverse-v0,baseline,3,8,100.0,1.0,0.16468767821788788,0.11177647858858109,0.271632904890733,0.5156528961544046,651
antmaze-large-diverse-v0,baseline,3,9,100.0,1.0,0.15926934778690338,0.1504763513803482,0.4037710741319837,0.5473867649317861,453
antmaze-large-diverse-v0,baseline,3,10,100.0,1.0,0.12361568957567215,0.10477433353662491,0.3580697890658702,0.36051178784442767,513
antmaze-large-diverse-v0,baseline,3,11,100.0,1.0,0.14890287816524506,0.16582629084587097,0.26201859965785,0.5100506079924618,669
antmaze-large-diverse-v0,baseline,3,12,100.0,1.0,0.1855175793170929,0.12166454643011093,0.41193604053316113,0.6483178758689919,443
antmaze-large-diverse-v0,baseline,3,13,100.0,1.0,0.1822008341550827,0.0993041843175888,0.45621775666597697,0.46710595261389093,392
antmaze-large-diverse-v0,baseline,3,14,100.0,1.0,0.2724810242652893,0.10764417797327042,0.15569435116430247,0.4412683409964567,929
antmaze-large-diverse-v0,baseline,3,15,100.0,1.0,0.1667434275150299,0.10670467466115952,0.4086504254985063,0.5543851364787611,447
antmaze-large-diverse-v0,baseline,3,16,0.0,0.0,0.16896793246269226,0.0020427631679922342,0.0,0.1411542729598283,999
antmaze-large-diverse-v0,baseline,3,17,100.0,1.0,0.17991159856319427,0.08887409418821335,0.31249601819556216,0.4583476119917196,581
antmaze-large-diverse-v0,baseline,3,18,100.0,1.0,0.15262234210968018,0.14354859292507172,0.3749429834781701,0.36109571712778754,490
antmaze-large-diverse-v0,baseline,3,19,0.0,0.0,0.17244304716587067,0.15630501508712769,0.0,0.3659031115190536,999
antmaze-large-diverse-v0,baseline,3,20,100.0,1.0,0.14778098464012146,0.12866300344467163,0.34332786074220095,0.6050981291465027,534
antmaze-large-diverse-v0,baseline,4,1,100.0,1.0,0.31895625591278076,0.2737286686897278,0.31187102615917106,0.45850512240253777,582
antmaze-large-diverse-v0,baseline,4,2,100.0,1.0,0.32230257987976074,0.26543620228767395,0.26149456245853436,0.3796162996791841,670
antmaze-large-diverse-v0,baseline,4,3,0.0,0.0,0.3174181580543518,0.29093414545059204,0.0,0.1549195471959555,999
antmaze-large-diverse-v0,baseline,4,4,100.0,1.0,0.31257110834121704,0.3012566864490509,0.45988582068071443,0.5109334247945181,388
antmaze-large-diverse-v0,baseline,4,5,0.0,0.0,0.3454248011112213,0.24115990102291107,0.0,0.18589548646086543,999
antmaze-large-diverse-v0,baseline,4,6,100.0,1.0,0.2956867218017578,0.1835513412952423,0.36898572180147726,0.5158750572431334,498
antmaze-large-diverse-v0,baseline,4,7,100.0,1.0,0.2991257607936859,0.25793707370758057,0.3631231117604955,0.4767569357069097,506
antmaze-large-diverse-v0,baseline,4,8,100.0,1.0,0.3433467149734497,0.22168532013893127,0.3809964249379487,0.41443407629666756,482
antmaze-large-diverse-v0,baseline,4,9,100.0,1.0,0.3545861542224884,0.266263872385025,0.30753094180969104,0.33946797856587546,589
antmaze-large-diverse-v0,baseline,4,10,0.0,0.0,0.31179291009902954,0.27559560537338257,0.0,0.16822163594754333,999
antmaze-large-diverse-v0,baseline,4,11,100.0,1.0,0.33847126364707947,0.2679966986179352,0.42962389018902075,0.44432714199585827,422
antmaze-large-diverse-v0,baseline,4,12,100.0,1.0,0.3262970745563507,0.28778016567230225,0.31062478953863903,0.3412213631972854,584
antmaze-large-diverse-v0,baseline,4,13,100.0,1.0,0.30385369062423706,0.24543818831443787,0.47676051071444847,0.41527841028550155,370
antmaze-large-diverse-v0,baseline,4,14,100.0,1.0,0.3317107856273651,0.29233652353286743,0.4270512988975778,0.6510317073385811,425
antmaze-large-diverse-v0,baseline,4,15,100.0,1.0,0.3012109398841858,0.25564172863960266,0.3787150152974489,0.41591123551094356,485
antmaze-large-diverse-v0,baseline,4,16,100.0,1.0,0.30882036685943604,0.1189359650015831,0.42279783383060443,0.47077277004432666,430
antmaze-large-diverse-v0,baseline,4,17,100.0,1.0,0.3375410735607147,0.3205743134021759,0.350972503299819,0.34815596911067587,523
antmaze-large-diverse-v0,baseline,4,18,100.0,1.0,0.3350248336791992,0.16153520345687866,0.4313475550188762,0.32371031642754905,420
antmaze-large-diverse-v0,baseline,4,19,0.0,0.0,0.33150237798690796,0.31545379757881165,0.0,0.08915457102745526,999
antmaze-large-diverse-v0,baseline,4,20,100.0,1.0,0.30276650190353394,0.2791261374950409,0.43919002638201254,0.3981642608188736,411
antmaze-large-diverse-v0,baseline,5,1,100.0,1.0,0.21421436965465546,0.21342600882053375,0.22101824734796566,0.47379552380680834,754
antmaze-large-diverse-v0,baseline,5,2,0.0,0.0,0.20564554631710052,0.34318092465400696,0.0,0.1206872315560482,999
antmaze-large-diverse-v0,baseline,5,3,0.0,0.0,0.20665240287780762,0.24796715378761292,0.0,0.26801839924644977,999
antmaze-large-diverse-v0,baseline,5,4,100.0,1.0,0.29628995060920715,0.24512311816215515,0.25579886709219807,0.46186429208079727,681
antmaze-large-diverse-v0,baseline,5,5,100.0,1.0,0.18788856267929077,0.3155486583709717,0.19366175163295815,0.47074471607082974,820
antmaze-large-diverse-v0,baseline,5,6,100.0,1.0,0.17787247896194458,0.2133469581604004,0.21191880567452326,0.49305239812996615,775
antmaze-large-diverse-v0,baseline,5,7,100.0,1.0,0.19600768387317657,0.3042021095752716,0.19956562489688304,0.5165625898839938,805
antmaze-large-diverse-v0,baseline,5,8,0.0,0.0,0.19143202900886536,0.1761167049407959,0.0,0.11147912857037827,999
antmaze-large-diverse-v0,baseline,5,9,100.0,1.0,0.18313248455524445,0.23136991262435913,0.35878736379345716,0.332678949323057,512
antmaze-large-diverse-v0,baseline,5,10,0.0,0.0,0.20411892235279083,0.2683427631855011,0.0,0.23997591281773822,999
antmaze-large-diverse-v0,baseline,5,11,0.0,0.0,0.19982190430164337,0.24305206537246704,0.0,0.23956197565815796,999
antmaze-large-diverse-v0,baseline,5,12,100.0,1.0,0.17575526237487793,0.2030673325061798,0.14400048876485128,0.3365122193765512,968
antmaze-large-diverse-v0,baseline,5,13,100.0,1.0,0.19508904218673706,0.2553165555000305,0.3918260648121383,0.3821615743784097,468
antmaze-large-diverse-v0,baseline,5,14,0.0,0.0,0.19278307259082794,0.2631239593029022,0.0,0.368894409267466,999
antmaze-large-diverse-v0,baseline,5,15,100.0,1.0,0.18606066703796387,0.21640843152999878,0.2625436870319139,0.46631821251434424,668
antmaze-large-diverse-v0,baseline,5,16,0.0,0.0,0.1975928694009781,0.33594509959220886,0.0,0.4067644626949847,999
antmaze-large-diverse-v0,baseline,5,17,100.0,1.0,0.19165055453777313,0.3193187713623047,0.33855001429234455,0.4796469070878915,541
antmaze-large-diverse-v0,baseline,5,18,0.0,0.0,0.19528529047966003,0.2893349528312683,0.0,0.20925466141065907,999
antmaze-large-diverse-v0,baseline,5,19,0.0,0.0,0.19014453887939453,0.20829518139362335,0.0,0.4542945254172051,999
antmaze-large-diverse-v0,baseline,5,20,0.0,0.0,0.19750109314918518,0.3629932701587677,0.0,0.4347799225512999,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,1,100.0,1.0,0.09511364996433258,0.23879972100257874,0.2563114900723428,0.5020850644479877,680
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,2,100.0,1.0,0.12787647545337677,0.24277691543102264,0.3278774109492141,0.4483146417666761,557
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,3,0.0,0.0,0.11335517466068268,0.27011579275131226,0.0,0.14707710210537056,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,4,100.0,1.0,0.2910323143005371,0.31297725439071655,0.458966049039353,0.3916008593863642,389
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,5,100.0,1.0,0.08724118769168854,0.1441788673400879,0.30385897323328104,0.3436576522440935,595
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,6,100.0,1.0,0.16353458166122437,0.2307494580745697,0.3918260648121383,0.5038271551738535,468
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,7,100.0,1.0,0.17922353744506836,0.21357913315296173,0.29783619769770303,12.199006495581344,605
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,8,100.0,1.0,0.17108286917209625,0.14208601415157318,0.31754125556742213,0.4830878872346071,573
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,9,100.0,1.0,0.25547343492507935,0.26744988560676575,0.25992873092657615,0.37605399603027634,673
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,10,100.0,1.0,0.06929054856300354,0.1840745359659195,0.21362266689821077,0.4222311310795569,771
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,11,100.0,1.0,0.1692449003458023,0.2153981477022171,0.27054745980278966,0.37570357510189795,653
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,12,0.0,0.0,0.16547608375549316,0.199488565325737,0.0,0.24019720602224692,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,13,100.0,1.0,0.19026242196559906,0.3568670153617859,0.17105564680005925,0.4925838400501069,882
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,14,0.0,0.0,0.11913496255874634,0.21904362738132477,0.0,0.14949581737923054,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,15,0.0,0.0,0.21352526545524597,0.2549683451652527,0.0,0.4743146118942012,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,16,0.0,0.0,0.15545134246349335,0.17562398314476013,0.0,0.5055596792846032,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,17,100.0,1.0,0.10645754635334015,0.2430659383535385,0.34470530313352254,0.5343474940827208,532
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,18,100.0,1.0,0.08660608530044556,0.1679469347000122,0.1849465801815108,0.4043553657842372,843
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,19,100.0,1.0,0.19572992622852325,0.2324405461549759,0.31754125556742213,0.47194067669577205,573
antmaze-large-diverse-v0,lfq_K16384_zdim14,1,20,100.0,1.0,0.08922716975212097,0.18233071267604828,0.22730058457670171,0.37375669168748016,740
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,1,100.0,1.0,0.2618160545825958,0.28258225321769714,0.4111121684520948,0.4708576331137532,444
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,2,0.0,0.0,0.2851785123348236,0.3711606562137604,0.0,0.06947944574750461,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,3,0.0,0.0,0.2926110625267029,0.16260245442390442,0.0,0.22574608032241503,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,4,100.0,1.0,0.26515793800354004,0.28965094685554504,0.30814723628225554,0.4256654972596518,588
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,5,100.0,1.0,0.27471885085105896,0.15236835181713104,0.326567212815061,0.5264981509044657,559
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,6,100.0,1.0,0.25206437706947327,0.2810917794704437,0.2867198516785122,0.4999505607745254,624
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,7,100.0,1.0,0.2388911247253418,0.37763160467147827,0.35735364948773846,0.4254199656964346,514
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,8,100.0,1.0,0.24801760911941528,0.3775908648967743,0.38560055719446973,0.36925741143543195,476
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,9,100.0,1.0,0.25528913736343384,0.28829675912857056,0.2832963708430522,0.5344035136699168,630
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,10,100.0,1.0,0.2745158076286316,0.31139707565307617,0.47676051071444847,0.29984772038855756,370
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,11,0.0,0.0,0.2799704372882843,0.25632244348526,0.0,0.23510173500121248,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,12,100.0,1.0,0.29715535044670105,0.39371931552886963,0.33051359797783214,0.5096277406276801,553
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,13,100.0,1.0,0.2866675555706024,0.222359299659729,0.34332786074220095,0.4656812060253137,534
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,14,0.0,0.0,0.25157630443573,0.3383423388004303,0.0,0.10893329287699845,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,15,0.0,0.0,0.25186556577682495,0.2758425176143646,0.0,0.2732068224143834,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,16,0.0,0.0,0.2686658203601837,0.26753461360931396,0.0,0.0887073325231595,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,17,100.0,1.0,0.2694038152694702,0.3002672791481018,0.3246117257321867,0.5692530229325109,562
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,18,0.0,0.0,0.29128971695899963,0.3024408221244812,0.0,0.2977678740459261,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,19,100.0,1.0,0.29486510157585144,0.4131140410900116,0.32919286564031275,0.41949323241763015,555
antmaze-large-diverse-v0,lfq_K16384_zdim14,2,20,100.0,1.0,0.2684391438961029,0.36944419145584106,0.40055058313049297,0.430628909131859,457
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,1,0.0,0.0,0.12228907644748688,0.10290277749300003,0.0,0.30378860261516555,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,2,0.0,0.0,0.18976491689682007,0.15969814360141754,0.0,0.08762885217776134,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,3,100.0,1.0,0.1323869675397873,0.19346320629119873,0.4580481169412743,0.5531118635673573,390
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,4,100.0,1.0,0.20503589510917664,0.13317617774009705,0.34470530313352254,0.482697940646368,532
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,5,0.0,0.0,0.20130400359630585,0.20266251266002655,0.0,0.2515571344292981,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,6,100.0,1.0,0.15051233768463135,0.12603911757469177,0.18982319044945575,9.361913660821305,830
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,7,0.0,0.0,0.15737362205982208,0.1531432718038559,0.0,0.14236137100329033,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,8,100.0,1.0,0.19988210499286652,0.09950502961874008,0.4185867336156352,0.49351625399424764,435
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,9,0.0,0.0,0.11209972202777863,0.18058957159519196,0.0,0.27499200970140014,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,10,0.0,0.0,0.1362452358007431,0.13433295488357544,0.0,0.0823696721612728,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,11,0.0,0.0,0.21571703255176544,0.15558438003063202,0.0,0.23880495831785165,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,12,100.0,1.0,0.13671337068080902,0.20215781033039093,0.277125803426506,0.5521343976892861,641
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,13,0.0,0.0,0.17722411453723907,0.10728272795677185,0.0,0.09703317581463833,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,14,100.0,1.0,0.23833008110523224,0.09075736254453659,0.3623968655369745,0.6415954179759945,507
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,15,100.0,1.0,0.19159504771232605,0.09819768369197845,0.33922847123481414,0.43690419640190586,540
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,16,0.0,0.0,0.15006937086582184,0.17816513776779175,0.0,0.25953455492891225,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,17,0.0,0.0,0.11627596616744995,0.16248704493045807,0.0,0.2079436372757281,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,18,100.0,1.0,0.18489335477352142,0.1837022453546524,0.42279783383060443,0.31179514385811946,430
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,19,100.0,1.0,0.18680834770202637,0.16365082561969757,0.40783312464750926,0.39349821578813443,448
antmaze-large-diverse-v0,lfq_K16384_zdim14,3,20,100.0,1.0,0.12409056723117828,0.21503625810146332,0.31754125556742213,0.5955248904221239,573
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,1,100.0,1.0,0.2425718605518341,0.1747366338968277,0.1594800490340105,0.6028779325799409,917
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,2,0.0,0.0,0.17800934612751007,0.13616697490215302,0.0,0.20169121500528728,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,3,100.0,1.0,0.16391433775424957,0.15897516906261444,0.277125803426506,0.368733668911237,641
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,4,0.0,0.0,0.21985222399234772,0.23856613039970398,0.0,0.16393150216066374,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,5,0.0,0.0,0.23057939112186432,0.1221994087100029,0.0,0.10910165395857513,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,6,100.0,1.0,0.2535957098007202,0.21687175333499908,0.2201350584315632,0.41472110650706623,756
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,7,100.0,1.0,0.2568129897117615,0.16542987525463104,0.21925539873807068,0.38145560362867925,758
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,8,0.0,0.0,0.3139314651489258,0.21272365748882294,0.0,0.30372621635571745,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,9,0.0,0.0,0.2428949773311615,0.26453644037246704,0.0,0.3373562424734497,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,10,0.0,0.0,0.2439497709274292,0.2545483708381653,0.0,0.29236611266731616,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,11,100.0,1.0,0.2158970683813095,0.14235447347164154,0.34127201076545377,0.3422664911900631,537
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,12,0.0,0.0,0.23288322985172272,0.1846712827682495,0.0,0.1583872496717003,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,13,0.0,0.0,0.26104211807250977,0.2626148462295532,0.0,0.12095903032388018,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,14,100.0,1.0,0.21237845718860626,0.1679091900587082,0.1784004922752677,0.4330610630238265,861
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,15,100.0,1.0,0.22871097922325134,0.07886932790279388,0.31187102615917106,0.4495424985257961,582
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,16,100.0,1.0,0.2624025344848633,0.16942133009433746,0.4185867336156352,0.3696422083878261,435
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,17,0.0,0.0,0.21787123382091522,0.24014528095722198,0.0,0.24337479687327077,999
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,18,100.0,1.0,0.2504548728466034,0.17325307428836823,0.3825249948172384,0.6491326712639145,480
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,19,100.0,1.0,0.185380756855011,0.23833663761615753,0.3772016700963203,0.3790521485859483,487
antmaze-large-diverse-v0,lfq_K16384_zdim14,4,20,100.0,1.0,0.23304922878742218,0.34590476751327515,0.2162041793403558,0.531346902617739,765
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,1,100.0,1.0,0.23985187709331512,0.2771071493625641,0.3887008475870318,0.6684508250920428,472
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,2,100.0,1.0,0.28626003861427307,0.3497530221939087,0.3378729142637598,0.4872307772055687,542
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,3,100.0,1.0,0.2667734920978546,0.24347496032714844,0.15322060973603363,0.5994855010647618,937
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,4,100.0,1.0,0.2281525880098343,0.2624020576477051,0.26306982668528445,0.5409828484649926,667
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,5,0.0,0.0,0.2993241846561432,0.31396839022636414,0.0,0.257447644374533,999
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,6,100.0,1.0,0.33364978432655334,0.26563936471939087,0.3704661043544778,0.49277306911610347,496
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,7,100.0,1.0,0.25135451555252075,0.3186689615249634,0.29427998591482435,0.4510621243072841,611
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,8,100.0,1.0,0.28524482250213623,0.2748074531555176,0.4786732891780038,0.42764162772279446,368
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,9,0.0,0.0,0.28505972027778625,0.28313449025154114,0.0,0.18555855478152092,999
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,10,100.0,1.0,0.3086627721786499,0.33961573243141174,0.296646044251703,0.3548997856169658,607
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,11,0.0,0.0,0.28052154183387756,0.3689337372779846,0.0,0.30551374331486814,999
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,12,100.0,1.0,0.27520230412483215,0.24472354352474213,0.4160802329060509,0.5052861561515296,438
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,13,100.0,1.0,0.2970496118068695,0.3955084979534149,0.2972405253023076,0.4703957495022636,606
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,14,100.0,1.0,0.20303955674171448,0.3434574604034424,0.33051359797783214,0.47493778149504534,553
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,15,100.0,1.0,0.20571351051330566,0.30131304264068604,0.27491543915478445,0.6609885133755558,645
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,16,100.0,1.0,0.20601733028888702,0.305568665266037,0.29251783500492645,0.4018875508970298,614
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,17,0.0,0.0,0.1754315048456192,0.29560306668281555,0.0,0.34704035571718855,999
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,18,100.0,1.0,0.27704453468322754,0.34001460671424866,0.30630204816621953,0.37015870885389984,591
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,19,100.0,1.0,0.29626089334487915,0.3722360134124756,0.2919327993349166,0.42177785822975455,615
antmaze-large-diverse-v0,lfq_K8192_zdim13,1,20,0.0,0.0,0.2721231281757355,0.2366085797548294,0.0,0.21768284165792975,999
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,1,100.0,1.0,0.2337072640657425,0.07397589832544327,0.2223496790046429,0.5715716180417375,751
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,2,100.0,1.0,0.25582319498062134,0.15916374325752258,0.38023443208807284,0.4228039144773523,483
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,3,100.0,1.0,0.21862824261188507,0.09472201019525528,0.2512311511392216,0.6333980408285768,690
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,4,0.0,0.0,0.2590218186378479,0.12334270775318146,0.0,0.16522182082111517,999
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,5,100.0,1.0,0.25404396653175354,0.14207619428634644,0.4037710741319837,0.48683170423744687,453
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,6,100.0,1.0,0.26821184158325195,0.11513008922338486,0.1550721965370499,0.4321186317877787,931
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,7,100.0,1.0,0.2836730480194092,0.12406938523054123,0.45621775666597697,0.5894776923235122,392
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,8,0.0,0.0,0.21646654605865479,0.13455989956855774,0.0,0.0912679685558852,999
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,9,100.0,1.0,0.266790509223938,0.18832862377166748,0.31062478953863903,0.49746864222823567,584
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,10,100.0,1.0,0.2562267780303955,0.14449982345104218,0.4339460273019284,0.4742431504730513,417
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,11,0.0,0.0,0.23940426111221313,0.09527101367712021,0.0,0.22372424674627067,999
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,12,0.0,0.0,0.262920618057251,0.08260434865951538,0.0,0.1303677764569051,999
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,13,0.0,0.0,0.2507821321487427,0.13309422135353088,0.0,0.3074334399473687,999
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,14,0.0,0.0,0.21584442257881165,0.11753306537866592,0.0,0.170307689406929,999
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,15,100.0,1.0,0.2189180850982666,0.11204952001571655,0.44896916507266005,0.39981973892038203,400
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,16,100.0,1.0,0.23187197744846344,0.12237134575843811,0.4645124013217248,0.49643435063834523,383
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,17,0.0,0.0,0.2594425678253174,0.12927895784378052,0.0,0.1416399653935991,999
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,18,0.0,0.0,0.2506565451622009,0.17206338047981262,0.0,0.2523661476559749,999
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,19,0.0,0.0,0.2087988257408142,0.11773500591516495,0.0,0.15903709789371376,999
antmaze-large-diverse-v0,lfq_K8192_zdim13,2,20,100.0,1.0,0.23130688071250916,0.14848442375659943,0.36022683020696417,0.5321793150531251,510
antmaze-large-diverse-v0,lfq_K8192_zdim13,3,1,0.0,0.0,0.23677045106887817,0.3606688678264618,0.0,0.0603040821318404,999
antmaze-large-diverse-v0,lfq_K8192_zdim13,3,2,100.0,1.0,0.3518807888031006,0.3001479208469391,0.31062478953863903,0.47375959063063294,584
antmaze-large-diverse-v0,lfq_K8192_zdim13,3,3,0.0,0.0,0.2281789630651474,0.2138580083847046,0.0,0.16635744152019216,999
antmaze-large-diverse-v0,lfq_K8192_zdim13,3,4,100.0,1.0,0.2871719002723694,0.35878005623817444,0.24088782775405324,0.45840250768120716,711
antmaze-large-diverse-v0,lfq_K8192_zdim13,3,5,100.0,1.0,0.246860072016716,0.2803657352924347,0.3246117257321867,0.43900101835682265,562
antmaze-large-diverse-v0,lfq_K8192_zdim13,3,6,100.0,1.0,0.2707476019859314,0.2245556265115738,0.3926112873869121,0.3508609711498922,467
antmaze-large-diverse-v0,lfq_K8192_zdim13,3,7,100.0,1.0,0.3573214113712311,0.28630903363227844,0.37795758526685397,0.5180478297662147,486
